uniprot	pfam	start	stop	type
38760938	Q07951	PF10448	1	174	Family
38761012	Q12245	PF10448	1	143	Family
38776330	P32562	PF00659	620	691	Family
38777710	P32562	PF00659	521	586	Family
38783798	P21269	PF01743	63	205	Domain
38801710	P21269	PF12627	232	292	Domain
38804382	Q08058	PF03364	52	186	Family
38826729	P08524	PF00348	37	305	Domain
38833185	Q12051	PF00348	20	278	Domain
38834994	P18900	PF00348	68	424	Domain
38860423	Q06703	PF01522	116	232	Family
38863135	Q06702	PF01522	106	222	Family
38907711	Q08971	PF04669	15	143	Family
38929463	P38121	PF08418	18	290	Family
38931523	P41812	PF06978	62	301	Family
38933114	P41812	PF08170	555	661	Domain
38948681	P23644	PF01459	59	354	Family
38948708	P40478	PF01459	4	274	Family
38950321	P04840	PF01459	2	276	Family
38966702	P28789	PF01379	6	223	Domain
38971533	P28789	PF03900	234	311	Domain
38996494	P32797	PF02765	510	665	Domain
39040833	P32783	PF03291	109	424	Family
39077398	P32463	PF00550	44	118	Domain
39105274	P07702	PF00550	850	916	Domain
39136974	P35182	PF00481	21	274	Family
39138287	P25646	PF00481	108	402	Family
39142393	P34221	PF00481	22	280	Family
39143823	P08678	PF00481	1373	1617	Family
39148842	Q12511	PF00481	181	466	Family
39150264	P38089	PF00481	89	355	Family
39156533	P39966	PF00481	22	279	Family
39193649	Q06685	PF18086	188	277	Domain
39196668	P43587	PF07491	29	107	Family
39207381	P38193	PF09184	2	299	Family
39208868	P53043	PF08321	120	233	Family
39231759	P48237	PF01535	358	388	Family
39401235	P40050	PF13041	196	246	Repeat
39512448	Q12089	PF13812	236	269	Repeat
39529265	Q00618	PF01239	48	75	Repeat
39529639	Q00618	PF01239	88	115	Repeat
39530986	P29703	PF01239	163	186	Repeat
39531652	Q00618	PF01239	167	194	Repeat
39533178	P29703	PF01239	129	153	Repeat
39534415	Q00618	PF01239	127	154	Repeat
39535072	P29703	PF01239	93	120	Repeat
39536947	P29703	PF01239	51	78	Repeat
39541223	P32608	PF02541	32	346	Family
39570811	Q03687	PF04193	252	312	Repeat
39571025	P17261	PF04193	154	213	Repeat
39572362	Q12010	PF04193	211	271	Repeat
39572656	Q06328	PF04193	184	243	Repeat
39575947	P17261	PF04193	6	64	Repeat
39579294	Q03193	PF04193	6	66	Repeat
39580573	P38279	PF04193	13	73	Repeat
39581457	P38279	PF04193	207	267	Repeat
39581805	Q12010	PF04193	13	73	Repeat
39582923	Q06328	PF04193	11	71	Repeat
39631394	P00815	PF01502	165	239	Family
39634976	P00815	PF01503	246	328	Family
39641475	P53633	PF03208	31	173	Family
39648605	P00912	PF00697	24	221	Domain
39678703	Q04600	PF17832	2	86	Domain
39680405	P89886	PF17832	3	87	Domain
39686408	P43573	PF02996	8	126	Coiled-coil
39687730	Q04493	PF02996	23	143	Coiled-coil
39688092	P48363	PF02996	48	179	Coiled-coil
39688459	P53900	PF01920	19	124	Coiled-coil
39689145	P52553	PF01920	2	107	Coiled-coil
39692012	P40005	PF01920	7	111	Coiled-coil
39692816	P46988	PF01920	6	109	Coiled-coil
39693716	Q04006	PF04707	15	173	Family
39695836	Q05776	PF04707	16	170	Family
39695943	P35200	PF04707	15	174	Family
39697133	P18898	PF00432	269	301	Repeat
39697898	P22007	PF00432	330	375	Repeat
39701182	P20133	PF00432	155	198	Repeat
39703087	P22007	PF00432	229	273	Repeat
39703721	P20133	PF00432	254	298	Repeat
39706948	P18898	PF00432	126	179	Repeat
39707311	P20133	PF00432	107	150	Repeat
39708502	P22007	PF00432	128	171	Repeat
39708898	P22007	PF00432	278	322	Repeat
39709086	P18898	PF00432	308	353	Repeat
39709340	P20133	PF00432	55	99	Repeat
39711391	P20133	PF00432	206	249	Repeat
39713331	P18898	PF00432	190	231	Repeat
39713962	P22007	PF00432	180	224	Repeat
39723940	Q03175	PF01255	73	296	Family
39725110	P35196	PF01255	38	257	Family
39769371	P36973	PF00156	36	180	Domain
39770868	P13298	PF00156	42	190	Domain
39775217	P49435	PF00156	30	161	Domain
39787297	Q04178	PF00156	5	164	Domain
39796671	P04046	PF00156	276	420	Domain
39800146	P30402	PF00156	44	190	Domain
39804147	P47165	PF00156	7	178	Domain
39806443	P38620	PF13793	6	124	Domain
39809768	Q12265	PF13793	6	135	Domain
39811565	P38063	PF13793	14	132	Domain
39817298	P38689	PF13793	6	123	Domain
39818032	P32895	PF13793	4	120	Domain
39819644	P38689	PF14572	198	316	Domain
39820781	P32895	PF14572	259	422	Domain
39823647	P38063	PF14572	210	322	Domain
39824475	P38620	PF14572	201	314	Domain
39829865	Q12265	PF14572	275	493	Domain
39839393	Q12084	PF00485	25	181	Domain
39846545	P27515	PF00485	58	247	Domain
39848372	P53915	PF00485	8	167	Domain
39855061	Q99220	PF07915	115	193	Family
39855063	Q04924	PF07915	537	646	Family
39855385	Q04924	PF12999	10	204	Family
39857242	Q06815	PF13015	100	240	Family
39863489	P38074	PF06325	40	163	Family
39877139	P38274	PF05185	316	493	Domain
39878391	P38274	PF17286	496	825	Domain
39879527	P38274	PF17285	38	308	Domain
39885635	P33334	PF08082	131	282	Domain
39886054	P33334	PF08083	470	874	Domain
39887899	P33334	PF08084	2289	2411	Domain
39890565	P07274	PF00235	1	126	Domain
39911971	P38708	PF09180	602	688	Domain
39914640	P21242	PF00227	31	219	Domain
39915008	P40302	PF00227	29	216	Domain
39915216	P23724	PF00227	26	226	Domain
39925366	P23639	PF00227	28	214	Domain
39929232	P30656	PF00227	72	255	Domain
39930250	P21243	PF00227	37	228	Domain
39930519	P23638	PF00227	29	216	Domain
39931558	P30657	PF00227	38	233	Domain
39931580	P22141	PF00227	2	184	Domain
39932066	P32379	PF00227	31	222	Domain
39933463	P40303	PF00227	27	215	Domain
39934918	P25043	PF00227	26	207	Domain
39937237	P25451	PF00227	7	190	Domain
39939891	P38624	PF00227	16	197	Domain
39940612	P32379	PF10584	8	30	Domain
39942573	P21243	PF10584	12	34	Domain
39943299	P40302	PF10584	6	28	Domain
39945672	P23638	PF10584	6	27	Domain
39947889	P23639	PF10584	5	27	Domain
39948295	P21242	PF10584	8	30	Domain
39948359	P40303	PF10584	4	26	Domain
39949458	O13563	PF04683	13	103	Family
39999646	P40327	PF16450	106	161	Domain
39999904	P33298	PF16450	96	151	Domain
39999986	P33297	PF16450	79	160	Domain
40000363	P53549	PF16450	105	160	Domain
40000393	Q01939	PF16450	72	127	Domain
40017586	P53615	PF00484	52	209	Domain
40023764	P09368	PF01619	121	458	Family
40028103	P25719	PF00160	29	181	Domain
40029583	P23285	PF00160	39	198	Domain
40033087	P47103	PF00160	8	196	Domain
40037437	Q02770	PF00160	13	150	Domain
40037954	P35176	PF00160	37	195	Domain
40040622	P14832	PF00160	5	161	Domain
40049870	P25334	PF00160	59	221	Domain
40054411	P53691	PF00160	7	174	Domain
40055022	P53728	PF00160	60	214	Domain
40064278	P33411	PF02840	114	246	Family
40065135	P32523	PF08606	73	139	Domain
40066414	P19735	PF06424	11	131	Domain
40066994	P32524	PF12230	153	280	Family
40068989	Q03338	PF08572	67	318	Domain
40069860	P49704	PF09785	350	478	Family
40071895	Q00723	PF03371	15	219	Family
40075330	P33334	PF12134	1832	2061	Domain
40076084	P19736	PF16958	2	150	Domain
40094159	P25043	PF12465	222	257	Family
40130590	P53167	PF01416	206	309	Domain
40140441	Q12211	PF01416	301	408	Domain
40143351	P31115	PF01416	239	346	Domain
40157274	Q06244	PF00849	15	172	Family
40163792	Q12362	PF00849	169	319	Family
40170640	Q12069	PF00849	196	346	Family
40178546	P53294	PF00849	127	293	Family
40204883	Q02554	PF04046	290	335	Family
40205817	P50896	PF04468	653	765	Family
40206794	Q06251	PF04468	472	565	Family
40222316	Q12318	PF16836	7	228	Domain
40225712	P39006	PF02666	183	493	Family
40229212	P53037	PF02666	871	1080	Family
40263917	P38744	PF01329	11	114	Domain
40284219	P53848	PF00809	507	804	Domain
40286579	P34222	PF01981	88	208	Family
40289574	Q12461	PF03095	3	299	Family
40290684	P40454	PF03095	16	314	Family
40292171	P40857	PF04387	54	207	Family
40306682	P32901	PF00854	155	533	Family
40337148	Q12272	PF01885	9	192	Family
40401896	P38690	PF01472	316	403	Family
40402640	P32264	PF01472	322	409	Family
40403010	P89886	PF01472	91	171	Family
40404580	P33322	PF01472	267	340	Family
40407649	P08536	PF14306	2	163	Domain
40423105	P47077	PF00806	188	218	Repeat
40424226	P25339	PF00806	672	706	Repeat
40424572	P25339	PF00806	784	816	Repeat
40424684	P47077	PF00806	371	406	Repeat
40426320	P39016	PF00806	284	319	Repeat
40427917	P47077	PF00806	550	585	Repeat
40428324	P25339	PF00806	708	742	Repeat
40428330	Q12221	PF00806	613	647	Repeat
40428384	P39016	PF00806	366	399	Repeat
40428607	Q07807	PF00806	682	716	Repeat
40429068	P39016	PF00806	327	361	Repeat
40429299	P39016	PF00806	401	433	Repeat
40430058	P39016	PF00806	248	282	Repeat
40431762	Q07807	PF00806	610	644	Repeat
40431810	P25339	PF00806	599	631	Repeat
40432075	Q07807	PF00806	718	749	Repeat
40433177	P25339	PF00806	824	856	Repeat
40433519	Q07807	PF00806	760	794	Repeat
40434051	P25339	PF00806	744	779	Repeat
40434956	Q12221	PF00806	576	610	Repeat
40435508	P25339	PF00806	635	669	Repeat
40436875	Q07807	PF00806	574	608	Repeat
40438244	P39016	PF00806	439	473	Repeat
40439891	Q07807	PF00806	646	680	Repeat
40440505	P39016	PF00806	213	245	Repeat
40441030	P47135	PF00806	653	688	Repeat
40441106	P47135	PF00806	617	651	Repeat
40441239	Q12221	PF00806	684	719	Repeat
40442096	P47135	PF00806	690	723	Repeat
40443781	P25339	PF00806	563	597	Repeat
40444403	P47077	PF00806	128	163	Repeat
40447812	P36037	PF08324	467	713	Domain
40458367	P21264	PF17769	316	375	Domain
40476651	Q06608	PF01243	7	101	Domain
40476718	Q06199	PF01243	7	103	Domain
40477654	P38075	PF01243	39	132	Domain
40508447	Q04213	PF00855	6	163	Domain
40508990	Q06188	PF00855	5	97	Domain
40516803	P32913	PF00787	107	223	Domain
40517265	P29366	PF00787	282	400	Domain
40517401	Q06839	PF00787	277	501	Domain
40519581	P32912	PF00787	9	121	Domain
40520020	P32873	PF00787	513	624	Domain
40520513	P47057	PF00787	25	153	Domain
40520925	P40959	PF00787	129	243	Domain
40521533	Q07528	PF00787	156	297	Domain
40523367	Q01846	PF00787	782	901	Domain
40530785	Q92331	PF00787	278	390	Domain
40530813	P38815	PF00787	72	210	Domain
40531391	P36158	PF00787	114	243	Domain
40533521	Q08826	PF00787	33	158	Domain
40533732	Q04053	PF00787	118	232	Domain
40537879	Q03983	PF02194	95	246	Family
40538276	Q01846	PF02194	85	271	Family
40539215	Q06839	PF12828	5	149	Domain
40541353	P32327	PF02436	852	1052	Domain
40543310	P11154	PF02436	851	1051	Domain
40556483	Q04792	PF00282	63	419	Domain
40560920	Q05567	PF00282	142	484	Domain
40567104	P53210	PF12766	5	115	Family
40581864	P00817	PF00719	46	228	Domain
40586659	P28239	PF00719	78	264	Domain
40589451	P29509	PF00070	156	234	Domain
40589793	Q02733	PF00070	192	272	Domain
40590061	P41921	PF00070	199	282	Domain
40590242	P52923	PF00070	139	225	Domain
40603286	P09624	PF07992	27	361	Domain
40606431	P32340	PF07992	54	400	Domain
40669969	Q07500	PF07992	98	428	Domain
40669972	Q12680	PF07992	1783	2106	Domain
40670556	P40215	PF07992	113	443	Domain
40695504	P38816	PF07992	27	327	Domain
40725737	Q02733	PF02852	368	483	Domain
40727313	P09624	PF02852	380	489	Domain
40746741	P41921	PF02852	372	483	Domain
40753309	P13134	PF01483	505	590	Family
40753928	P37299	PF09796	15	77	Family
40756650	P22082	PF08880	247	281	Domain
40760915	P43619	PF01729	119	292	Domain
40765957	P43619	PF02749	30	117	Domain
40799629	P53971	PF01424	734	794	Domain
40800058	Q05672	PF01424	27	85	Domain
40806885	P53866	PF01424	595	654	Domain
40810723	P25344	PF00788	239	327	Domain
40820282	Q12431	PF07019	23	104	Family
40822948	Q08484	PF00566	283	519	Family
40823648	Q12317	PF00566	150	387	Family
40824684	P43570	PF00566	72	279	Family
40825000	P48365	PF00566	488	655	Family
40826624	P26448	PF00566	40	256	Family
40829811	Q04322	PF00566	300	497	Family
40830172	Q12344	PF00566	454	650	Family
40837468	P32806	PF00566	96	339	Family
40837710	P48566	PF00566	411	476	Family
40842240	P48566	PF00566	226	402	Family
40844563	P53258	PF00566	247	452	Family
40850465	P32527	PF16717	341	431	Domain
40851402	P48581	PF02144	10	271	Family
40852697	P06838	PF03834	92	209	Family
40853929	P32641	PF03215	58	237	Domain
40855513	Q12158	PF04824	505	559	Family
40858081	Q12188	PF04825	11	135	Family
40858309	Q12158	PF04825	10	124	Family
40858813	Q04231	PF08730	56	142	Family
40859393	P14736	PF03835	284	426	Domain
40860584	Q02890	PF03835	214	308	Domain
40861292	P12753	PF04423	666	718	Motif
40861504	P38953	PF08423	7	238	Domain
40861836	P25453	PF08423	78	332	Domain
40862200	P25454	PF08423	142	395	Domain
40862803	P25301	PF08423	57	309	Domain
40868070	Q12223	PF04098	47	201	Family
40868951	P06778	PF04098	17	167	Family
40869205	P32863	PF08658	29	246	Family
40870269	Q06340	PF11976	384	455	Family
40874910	Q08949	PF04139	16	81	Family
40875333	Q08949	PF04139	207	377	Family
40875577	P14737	PF08605	772	900	Family
40884815	Q08960	PF04055	473	657	Domain
40916035	Q02908	PF04055	105	313	Domain
40961660	P32451	PF04055	94	254	Domain
40971813	P32875	PF04055	175	340	Domain
41007305	Q02908	PF16199	321	402	Family
41016477	Q06349	PF08652	260	350	Family
41017030	P53063	PF08652	222	289	Family
41022632	P38374	PF06624	3	64	Family
41026209	P53107	PF05508	1	313	Family
41027384	P32499	PF00638	598	718	Family
41027458	P41920	PF00638	75	197	Family
41031701	P40517	PF00638	204	327	Family
41033636	P11938	PF09197	448	579	Domain
41034037	P11938	PF11626	740	823	Family
41036822	P38873	PF14538	80	232	Domain
41041152	P01119	PF00071	12	173	Domain
41043327	Q00245	PF00071	18	212	Domain
41044175	P38146	PF00071	6	170	Domain
41044915	P07560	PF00071	22	182	Domain
41044962	P19073	PF00071	5	178	Domain
41045837	P32836	PF00071	15	173	Domain
41048411	P01123	PF00071	10	171	Domain
41050195	Q99260	PF00071	12	175	Domain
41054396	P32835	PF00071	14	172	Domain
41056464	P39722	PF00071	450	611	Domain
41059963	P06780	PF00071	12	185	Domain
41060139	P48559	PF00071	195	365	Domain
41062003	P53879	PF00071	5	219	Domain
41063716	P36019	PF00071	14	181	Domain
41068735	P51996	PF00071	15	176	Domain
41069747	P13856	PF00071	5	167	Domain
41081050	P39722	PF00071	7	185	Domain
41082130	P36017	PF00071	9	173	Domain
41083866	P38555	PF00071	15	176	Domain
41084149	P25378	PF00071	18	191	Domain
41089264	P38987	PF00071	22	187	Domain
41089507	P32939	PF00071	10	178	Domain
41092194	P36018	PF00071	5	195	Domain
41092769	Q00246	PF00071	74	240	Domain
41093582	P38763	PF00071	88	247	Domain
41095765	P06781	PF00071	9	179	Domain
41100886	P01120	PF00071	12	173	Domain
41104057	P18963	PF00616	1797	1898	Family
41105089	P19158	PF00616	1782	1890	Family
41106435	Q12280	PF00616	881	1068	Family
41107082	P33314	PF00616	541	721	Family
41108594	P18963	PF00616	1730	1805	Family
41109284	P19158	PF00616	1722	1788	Family
41110634	Q12280	PF03836	1253	1396	Family
41112443	P07866	PF00617	1197	1388	Family
41115202	P25300	PF00617	415	582	Family
41116068	P39960	PF00617	621	802	Family
41121572	P04821	PF00617	1308	1490	Family
41122783	P39960	PF00618	1125	1270	Domain
41123378	P07866	PF00618	28	133	Domain
41124412	P04821	PF00618	1120	1226	Domain
41129095	P40061	PF14663	976	1083	Domain
41130177	P23561	PF14847	120	228	Domain
41132305	P47104	PF12234	571	1191	Family
41133834	Q12465	PF12768	976	1213	Family
41153145	P32609	PF11464	464	505	Domain
41166484	P21827	PF00415	47	99	Repeat
41178981	P21827	PF00415	102	180	Repeat
41185874	P21827	PF00415	412	463	Repeat
41186546	P31386	PF00415	3	51	Repeat
41205469	P21827	PF00415	348	409	Repeat
41208327	Q08023	PF00415	512	551	Repeat
41212951	P38352	PF13540	548	579	Repeat
41217309	P21827	PF13540	276	305	Repeat
41218248	Q08023	PF13540	374	403	Repeat
41222091	P53829	PF04078	109	368	Family
41227007	Q03446	PF12273	40	195	Family
41227434	P38212	PF12273	41	206	Family
41249282	P33323	PF17378	1	182	Family
41311953	P35187	PF16124	1006	1073	Domain
41330746	P14291	PF07964	124	822	Family
41337889	P38013	PF08534	4	173	Domain
41406847	P22336	PF16900	305	401	Domain
41422742	P03871	PF05797	2	336	Family
41422839	P26755	PF08661	1	122	Domain
41424459	P22336	PF08646	466	611	Family
41428147	P40348	PF08542	263	349	Domain
41428603	P40339	PF08542	231	315	Domain
41428715	P38629	PF08542	239	326	Domain
41432107	P25560	PF03248	19	184	Family
41448753	Q00578	PF04851	359	519	Family
41454027	P40562	PF04851	46	245	Family
41455619	Q06683	PF04851	31	195	Family
41500878	P38889	PF00072	379	489	Domain
41550104	P39928	PF00072	1090	1207	Domain
41833972	Q07084	PF00072	506	596	Domain
41838173	Q12443	PF02453	31	188	Family
41839013	Q04947	PF02453	20	178	Family
41842230	Q99219	PF03732	66	161	Family
41842877	Q12173	PF03732	66	161	Family
41871326	P30775	PF00472	263	373	Family
41890277	Q05863	PF00472	33	151	Family
41890433	Q12322	PF00472	60	201	Family
41898273	P38630	PF08519	621	776	Domain
41899613	P38206	PF04506	18	565	Family
41902336	P48743	PF02257	282	360	Domain
41904140	P40043	PF10843	5	157	Family
41904149	P40188	PF10843	11	159	Family
41907015	P16664	PF08737	132	614	Family
41909530	Q99188	PF00615	39	183	Domain
41912375	P11972	PF00615	420	564	Domain
41929447	Q99287	PF05879	43	776	Family
41946226	P40048	PF00581	102	226	Domain
41951510	P23748	PF00581	245	366	Domain
41952685	Q08686	PF00581	8	130	Domain
41960712	P42937	PF00581	13	131	Domain
41962418	Q08742	PF00581	34	140	Domain
41995072	P39944	PF00581	148	277	Domain
41997538	P32571	PF00581	197	322	Domain
41999400	Q06597	PF00581	6	118	Domain
42001113	Q08686	PF00581	164	293	Domain
42001853	Q12305	PF00581	26	132	Domain
42004230	P38820	PF00581	327	432	Domain
42011668	P43556	PF00620	513	654	Domain
42011837	P38339	PF00620	486	644	Domain
42013042	P38870	PF00620	549	657	Domain
42015158	P17121	PF00620	151	371	Domain
42016091	Q12128	PF00620	76	235	Domain
42016802	P32873	PF00620	927	1096	Domain
42024023	P35688	PF00620	755	912	Domain
42027360	P32525	PF00620	194	337	Domain
42027789	P39960	PF00620	1981	2142	Domain
42030687	Q06407	PF00620	802	984	Domain
42033767	P39083	PF00620	805	984	Domain
42037136	P11433	PF00621	282	452	Domain
42041530	P53046	PF00621	468	649	Domain
42045181	P51862	PF00621	663	844	Domain
42051092	Q06412	PF00621	470	655	Domain
42063429	P53259	PF01694	176	332	Family
42067924	Q12270	PF01694	47	198	Family
42079144	Q12434	PF02115	3	202	Domain
42118673	P33312	PF01872	30	237	Family
42137252	Q07381	PF04950	486	779	Family
42139427	Q08965	PF04950	708	1011	Family
42147521	Q02555	PF00636	238	331	Family
42157011	Q02933	PF00445	51	277	Domain
42161749	P36523	PF14622	83	224	Family
42170228	P32361	PF06479	986	1113	Family
42180102	P40037	PF01042	10	127	Domain
42186082	P40185	PF01042	26	143	Domain
42194717	Q12429	PF01042	316	418	Domain
42200934	P21672	PF02867	216	742	Family
42206529	P21524	PF02867	216	742	Family
42215419	P21672	PF00317	141	213	Domain
42216428	P21524	PF00317	141	213	Domain
42223594	P09938	PF00268	85	353	Domain
42229238	P49723	PF00268	34	300	Domain
42230440	P41543	PF04597	31	468	Family
42231980	Q02795	PF05817	41	285	Family
42232659	P02400	PF00428	17	109	Family
42234501	P05319	PF00428	16	105	Family
42234535	P05317	PF00428	229	311	Family
42235225	P10622	PF00428	19	105	Family
42235549	P05318	PF00428	20	105	Family
42237763	P36144	PF00687	17	250	Domain
42237904	P0CX43	PF00687	16	212	Domain
42238599	P38779	PF00687	42	287	Domain
42239640	Q04599	PF00687	45	278	Domain
42242418	P0CX44	PF00687	16	212	Domain
42257960	P05317	PF00466	3	105	Family
42258910	P33201	PF00466	18	120	Family
42260516	P36521	PF00466	46	159	Family
42262250	P0CX54	PF00298	73	143	Domain
42263863	P53875	PF00298	73	156	Domain
42264785	P0CX53	PF00298	73	143	Domain
42276132	P0CX53	PF03946	3	69	Domain
42276723	P0CX54	PF03946	3	69	Domain
42281879	P53875	PF03946	3	68	Domain
42282465	P53163	PF00542	127	194	Domain
42299726	P53163	PF16320	53	102	Domain
42308508	P26785	PF00572	5	117	Family
42309379	P26784	PF00572	6	118	Family
42311842	Q12487	PF00572	15	141	Family
42312870	P40212	PF01294	8	175	Family
42313227	Q12690	PF01294	8	175	Family
42315869	P0CX42	PF00238	17	137	Domain
42319985	P35996	PF00238	1	138	Domain
42322679	P0CX41	PF00238	17	137	Domain
42324920	P38754	PF01929	54	128	Family
42325647	P36105	PF01929	54	128	Family
42326818	P54780	PF00827	2	190	Family
42327244	P05748	PF00827	2	190	Family
42337080	P38064	PF00252	43	179	Family
42338545	P41805	PF00252	12	166	Family
42346899	P22353	PF01196	19	127	Family
