	uniprot	pfam	start	stop	type	Name	ID
28957437	P40070	PF01423	5	81	Domain	LSM domain	LSM
28959397	P47017	PF01423	45	114	Domain	LSM domain	LSM
28959794	P47093	PF01423	3	66	Domain	LSM domain	LSM
28960314	P43321	PF01423	9	74	Domain	LSM domain	LSM
28962048	P53905	PF01423	28	104	Domain	LSM domain	LSM
28962075	P38203	PF01423	5	72	Domain	LSM domain	LSM
28964935	Q06406	PF01423	14	83	Domain	LSM domain	LSM
28965857	P40204	PF01423	5	73	Domain	LSM domain	LSM
28966347	P57743	PF01423	6	78	Domain	LSM domain	LSM
28968995	P54999	PF01423	17	83	Domain	LSM domain	LSM
28969271	Q12330	PF01423	19	92	Domain	LSM domain	LSM
28969880	P40018	PF01423	10	97	Domain	LSM domain	LSM
28970314	Q06217	PF01423	37	106	Domain	LSM domain	LSM
28970358	P23059	PF01423	4	68	Domain	LSM domain	LSM
28974152	P45978	PF12701	3	79	Domain	Scd6-like Sm domain	LSM14
28976877	P53297	PF06741	226	297	Domain	LsmAD domain	LsmAD
28977406	P49960	PF05391	425	443	Motif	Lsm interaction motif	Lsm_interact
28996451	P34078	PF04180	6	440	Family	Low temperature viability protein	LTV
29000885	Q07508	PF03194	9	254	Family	LUC7 N_terminus	LUC7
29023230	P38145	PF00677	3	93	Domain	Lumazine binding domain	Lum_binding
29024044	P38145	PF00677	106	195	Domain	Lumazine binding domain	Lum_binding
29024810	P38745	PF06814	151	444	Family	Lung seven transmembrane receptor	Lung_7-TM_R
29026576	P32857	PF06814	156	447	Family	Lung seven transmembrane receptor	Lung_7-TM_R
29061692	Q05911	PF00206	8	308	Domain	Lyase	Lyase_1
29063982	P08417	PF00206	36	367	Domain	Lyase	Lyase_1
29065564	P04076	PF00206	11	307	Domain	Lyase	Lyase_1
29114425	P47044	PF03641	63	219	Family	Possible lysine decarboxylase	Lysine_decarbox
29373735	P32898	PF08367	479	723	Family	Peptidase M16C associated	M16C_assoc
29395940	P43616	PF07687	213	374	Domain	Peptidase dimerisation domain	M20_dimer
29403376	P38149	PF07687	628	777	Domain	Peptidase dimerisation domain	M20_dimer
29408437	P27614	PF07687	287	444	Domain	Peptidase dimerisation domain	M20_dimer
29427233	P53333	PF02847	291	398	Family	MA3 domain	MA3
29427813	Q06132	PF02847	645	772	Family	MA3 domain	MA3
29438302	P40892	PF12464	7	58	Family	Maltose acetyltransferase	Mac
29486000	P38218	PF01661	22	163	Domain	Macro domain	Macro
29488085	Q04299	PF14519	1	283	Domain	Macro-like domain	Macro_2
29488861	P40957	PF05557	55	747	Coiled-coil	Mitotic checkpoint protein	MAD
29489603	P41695	PF08311	38	170	Domain	Mad3/BUB1 homology region 1	Mad3_BUB1_I
29490034	P47074	PF08311	58	189	Domain	Mad3/BUB1 homology region 1	Mad3_BUB1_I
29491181	P41695	PF08171	291	355	Domain	Mad3/BUB1 homology region 2	Mad3_BUB1_II
29491350	P47074	PF08171	330	400	Domain	Mad3/BUB1 homology region 2	Mad3_BUB1_II
29497698	Q99210	PF02545	20	227	Domain	Maf-like protein	Maf
29508665	P41910	PF09174	25	337	Family	Maf1 regulator	Maf1
29518779	Q05541	PF01454	31	269	Family	MAGE family	MAGE
29525812	Q02197	PF04112	35	195	Family	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase	Mak10
29527374	P10962	PF04874	138	236	Family	Mak16 protein C-terminal region	Mak16
29530774	P30952	PF01274	18	542	Family	Malate synthase	Malate_synthase
29534896	P21826	PF01274	20	542	Family	Malate synthase	Malate_synthase
29558039	P36013	PF00390	164	345	Domain	Malic enzyme, N-terminal domain	malic
29561808	P36013	PF03949	355	609	Domain	Malic enzyme, NAD binding domain	Malic_M
29586142	P40065	PF10434	3	259	Family	Monopolin complex protein MAM1	MAM1
29587289	P40513	PF02330	57	265	Domain	Mitochondrial glycoprotein	MAM33
29590476	P0CX09	PF01232	36	200	Domain	Mannitol dehydrogenase Rossmann domain	Mannitol_dh
29594892	P0CX08	PF01232	36	200	Domain	Mannitol dehydrogenase Rossmann domain	Mannitol_dh
29596676	P0CX08	PF08125	229	475	Domain	Mannitol dehydrogenase C-terminal domain	Mannitol_dh_C
29598205	P0CX09	PF08125	229	475	Domain	Mannitol dehydrogenase C-terminal domain	Mannitol_dh_C
29607538	P47088	PF05007	127	386	Family	Mannosyltransferase (PIG-M)	Mannosyl_trans
29609213	P38211	PF04188	2	433	Family	Mannosyltransferase (PIG-V)	Mannosyl_trans2
29610555	P40549	PF11051	234	514	Family	Mannosyltransferase putative	Mannosyl_trans3
29610770	P46982	PF11051	149	447	Family	Mannosyltransferase putative	Mannosyl_trans3
29612086	P39106	PF11051	317	613	Family	Mannosyltransferase putative	Mannosyl_trans3
29612351	P53059	PF11051	174	450	Family	Mannosyltransferase putative	Mannosyl_trans3
29612358	P38069	PF11051	170	440	Family	Mannosyltransferase putative	Mannosyl_trans3
29613196	P53745	PF11051	197	472	Family	Mannosyltransferase putative	Mannosyl_trans3
29628408	P07149	PF01575	1522	1650	Domain	MaoC like domain	MaoC_dehydratas
29633223	Q02207	PF01575	773	889	Domain	MaoC like domain	MaoC_dehydratas
29638711	P07149	PF13452	1283	1406	Domain	N-terminal half of MaoC dehydratase	MaoC_dehydrat_N
29642255	P50275	PF03999	121	801	Family	Microtubule associated protein (MAP65/ASE1 family)	MAP65_ASE1
29726499	P53747	PF01284	9	133	Domain	Membrane-associating domain	MARVEL
29726598	Q12207	PF01284	3	140	Domain	Membrane-associating domain	MARVEL
29728831	Q07629	PF01284	7	151	Domain	Membrane-associating domain	MARVEL
29728924	P53279	PF01284	2	140	Domain	Membrane-associating domain	MARVEL
29732144	P35180	PF02064	15	148	Family	MAS20 protein import receptor	MAS20
29737074	Q03290	PF06391	63	261	Family	CDK-activating kinase assembly factor MAT1	MAT1
29737780	P0CY06	PF04769	47	150	Family	Mating-type protein MAT alpha 1 HMG-box	MATalpha_HMGbox
29737810	P0CY07	PF04769	47	150	Family	Mating-type protein MAT alpha 1 HMG-box	MATalpha_HMGbox
29763635	P38767	PF01554	403	548	Family	MatE	MatE
29773415	P38767	PF01554	174	335	Family	MatE	MatE
29781875	Q05497	PF01554	238	397	Family	MatE	MatE
29797764	Q05497	PF01554	461	620	Family	MatE	MatE
29836401	P38300	PF07961	42	278	Family	MBA1-like protein	MBA1
29841550	O14467	PF08523	2	77	Family	Multiprotein bridging factor 1	MBF1
29848072	Q08548	PF03062	111	445	Family	MBOAT, membrane-bound O-acyltransferase family	MBOAT
29852241	P25628	PF03062	202	609	Family	MBOAT, membrane-bound O-acyltransferase family	MBOAT
29853521	Q08929	PF03062	202	559	Family	MBOAT, membrane-bound O-acyltransferase family	MBOAT
29853681	P53154	PF03062	170	510	Family	MBOAT, membrane-bound O-acyltransferase family	MBOAT
29855203	P53629	PF03062	215	641	Family	MBOAT, membrane-bound O-acyltransferase family	MBOAT
29860525	P32488	PF17058	2	178	Family	Mitochondrial biogenesis regulation protein 1	MBR1
29860540	P23493	PF17058	29	248	Family	Mitochondrial biogenesis regulation protein 1	MBR1
29876988	Q01454	PF12341	477	780	Family	Minichromosome loss protein, Mcl1, middle region	Mcl1_mid
29881673	P29496	PF00493	353	576	Domain	MCM P-loop domain	MCM
29885205	P29469	PF00493	480	703	Domain	MCM P-loop domain	MCM
29885359	P30665	PF00493	505	728	Domain	MCM P-loop domain	MCM
29886364	P24279	PF00493	346	569	Domain	MCM P-loop domain	MCM
29886529	P53091	PF00493	512	735	Domain	MCM P-loop domain	MCM
29886660	P38132	PF00493	397	620	Domain	MCM P-loop domain	MCM
29888865	P29469	PF12619	49	194	Family	Mini-chromosome maintenance protein 2	MCM2_N
29889558	P53091	PF18263	900	1007	Domain	MCM6 C-terminal winged-helix domain	MCM6_C
29892634	P24279	PF17855	654	737	Domain	MCM AAA-lid domain	MCM_lid
29893679	P53091	PF17855	749	835	Domain	MCM AAA-lid domain	MCM_lid
29895683	P29469	PF17855	761	845	Domain	MCM AAA-lid domain	MCM_lid
29897320	P30665	PF17855	745	833	Domain	MCM AAA-lid domain	MCM_lid
29897685	P29496	PF17855	597	688	Domain	MCM AAA-lid domain	MCM_lid
29898899	P38132	PF17855	636	724	Domain	MCM AAA-lid domain	MCM_lid
29904513	P29469	PF14551	208	300	Domain	MCM N-terminal domain	MCM_N
29905235	P38132	PF14551	19	206	Domain	MCM N-terminal domain	MCM_N
29905513	P53091	PF14551	112	269	Domain	MCM N-terminal domain	MCM_N
29906421	P30665	PF14551	191	307	Domain	MCM N-terminal domain	MCM_N
29906521	P29496	PF14551	28	136	Domain	MCM N-terminal domain	MCM_N
29909168	P53091	PF17207	275	405	Domain	MCM OB domain	MCM_OB
29910321	P29496	PF17207	146	302	Domain	MCM OB domain	MCM_OB
29910442	P29469	PF17207	305	434	Domain	MCM OB domain	MCM_OB
29910588	P38132	PF17207	226	359	Domain	MCM OB domain	MCM_OB
29910965	P24279	PF17207	165	302	Domain	MCM OB domain	MCM_OB
29913253	P30665	PF17207	313	443	Domain	MCM OB domain	MCM_OB
29977383	P32377	PF18376	194	382	Domain	Mevalonate 5-diphosphate decarboxylase C-terminal domain	MDD_C
29979266	P18409	PF12519	1	493	Family	Mitochondrial distribution and morphology protein 10	MDM10
29980039	Q12171	PF08118	214	439	Family	Yeast mitochondrial distribution and morphology (MDM) proteins	MDM31_MDM32
29980196	P38880	PF08118	74	575	Family	Yeast mitochondrial distribution and morphology (MDM) proteins	MDM31_MDM32
29980323	Q12171	PF08118	90	220	Family	Yeast mitochondrial distribution and morphology (MDM) proteins	MDM31_MDM32
29992421	P47025	PF11542	123	171	Family	Mitochondrial division protein 1	Mdv1
30003123	Q12321	PF10744	12	300	Domain	Mediator of RNA polymerase II transcription subunit 1	Med1
30003961	Q06213	PF09748	19	142	Family	Transcription factor subunit Med10 of Mediator complex	Med10
30004661	Q99278	PF10280	7	104	Family	Mediator complex protein	Med11
30005268	P25648	PF09497	113	175	Domain	Transcription mediator complex subunit Med12	Med12
30007769	P38931	PF06333	1123	1285	Domain	Mediator complex subunit 13 C-terminal domain	Med13_C
30008418	P38931	PF11597	7	280	Domain	Mediator complex subunit 13 N-terminal	Med13_N
30009608	P19263	PF08638	89	292	Family	Mediator complex subunit MED14	Med14
30011258	P19659	PF05397	508	620	Family	Mediator complex subunit 15	Med15_fungi
30011911	P32259	PF11635	178	971	Family	Mediator complex subunit 16	Med16
30012419	P32569	PF10156	11	569	Family	Subunit 17 of Mediator complex	Med17
30013012	P32585	PF09637	3	299	Domain	Med18 protein	Med18
30014276	Q12124	PF11214	27	126	Family	Mediator complex subunit 2	Med2
30014861	P34162	PF08612	1	209	Family	TATA-binding related factor (TRF) of subunit 20 of Mediator complex	Med20
30015854	P47822	PF11221	1	131	Family	Subunit 21 of Mediator complex	Med21
30016629	P32570	PF06179	8	117	Family	Surfeit locus protein 5 subunit 22 of Mediator complex	Med22
30020420	Q06505	PF08711	241	293	Domain	TFIIS helical bundle-like domain	Med26
30020562	P07273	PF08711	25	76	Domain	TFIIS helical bundle-like domain	Med26
30026420	P40356	PF11593	3	397	Family	Mediator complex subunit 3 fungal	Med3
30027625	P38633	PF05669	20	106	Family	SOH1	Med31
30027976	Q12343	PF10018	67	270	Family	Vitamin-D-receptor interacting Mediator subunit 4	Med4
30029108	P53114	PF08689	1	1127	Family	Mediator complex subunit Med5	Med5
30029901	P38782	PF04934	9	195	Family	MED6 mediator sub complex component	Med6
30031383	Q08278	PF05983	10	203	Family	MED7 protein	Med7
30031741	P38304	PF10232	30	211	Family	Mediator of RNA polymerase II transcription complex subunit 8	Med8
30032555	P33308	PF07544	64	147	Family	RNA polymerase II transcription mediator complex subunit 9	Med9
30034724	P29467	PF13971	1	405	Family	Meiosis-specific protein Mei4	Mei4
30034925	P32489	PF10376	15	222	Family	Double-strand recombination repair protein	Mei5
30035469	P32841	PF03525	12	324	Family	Meiotic recombination protein rec114	Meiotic_rec114
30053879	Q08748	PF10540	1045	1182	Domain	Munc13 (mammalian uncoordinated) homology domain	Membr_traf_MHD
30055579	P47085	PF01875	5	334	Family	Memo-like protein	Memo
30059206	P53932	PF03547	12	601	Family	Membrane transport protein	Mem_trans
30065275	Q99252	PF03547	12	596	Family	Membrane transport protein	Mem_trans
30066228	P38355	PF03547	13	413	Family	Membrane transport protein	Mem_trans
30075927	P54072	PF03547	11	566	Family	Membrane transport protein	Mem_trans
30078769	P21651	PF09074	22	214	Family	Mer2	Mer2
30146426	P40483	PF12044	6	430	Family	Putative peptidase family	Metallopep
30149310	P40152	PF00149	62	313	Domain	Calcineurin-like phosphoesterase	Metallophos
30157154	P24309	PF00149	4	235	Domain	Calcineurin-like phosphoesterase	Metallophos
30173236	P26570	PF00149	412	607	Domain	Calcineurin-like phosphoesterase	Metallophos
30174291	P32345	PF00149	44	239	Domain	Calcineurin-like phosphoesterase	Metallophos
30179524	P53043	PF00149	242	438	Domain	Calcineurin-like phosphoesterase	Metallophos
30186838	P23595	PF00149	118	313	Domain	Calcineurin-like phosphoesterase	Metallophos
30191988	Q04119	PF00149	95	365	Domain	Calcineurin-like phosphoesterase	Metallophos
30193127	P14747	PF00149	137	363	Domain	Calcineurin-like phosphoesterase	Metallophos
30195235	P32838	PF00149	43	251	Domain	Calcineurin-like phosphoesterase	Metallophos
30196409	P32598	PF00149	56	251	Domain	Calcineurin-like phosphoesterase	Metallophos
30200932	P32945	PF00149	294	489	Domain	Calcineurin-like phosphoesterase	Metallophos
30203281	P23594	PF00149	110	305	Domain	Calcineurin-like phosphoesterase	Metallophos
30206964	Q05924	PF00149	248	502	Domain	Calcineurin-like phosphoesterase	Metallophos
30208494	P33329	PF00149	447	642	Domain	Calcineurin-like phosphoesterase	Metallophos
30213013	Q12212	PF00149	310	554	Domain	Calcineurin-like phosphoesterase	Metallophos
30214401	P40533	PF00149	80	383	Domain	Calcineurin-like phosphoesterase	Metallophos
30216379	P20604	PF00149	46	242	Domain	Calcineurin-like phosphoesterase	Metallophos
30219051	P40986	PF00149	88	318	Domain	Calcineurin-like phosphoesterase	Metallophos
30220032	P32829	PF00149	9	245	Domain	Calcineurin-like phosphoesterase	Metallophos
30229022	P23287	PF00149	112	321	Domain	Calcineurin-like phosphoesterase	Metallophos
30247392	P38759	PF12850	1	172	Domain	Calcineurin-like phosphoesterase superfamily domain	Metallophos_2
30310141	P38892	PF08241	43	140	Domain	Methyltransferase domain	Methyltransf_11
30325674	P49957	PF08241	50	142	Domain	Methyltransferase domain	Methyltransf_11
30327126	P25087	PF08241	124	222	Domain	Methyltransferase domain	Methyltransf_11
30332774	P25627	PF08241	52	156	Domain	Methyltransferase domain	Methyltransf_11
30340928	Q06668	PF08242	246	357	Domain	Methyltransferase domain	Methyltransf_12
30340942	Q08641	PF08242	438	543	Domain	Methyltransferase domain	Methyltransf_12
30345604	Q12052	PF09445	98	262	Family	RNA cap guanine-N2 methyltransferase	Methyltransf_15
30347602	Q05874	PF10294	43	222	Family	Lysine methyltransferase	Methyltransf_16
30347762	P38347	PF10294	203	389	Family	Lysine methyltransferase	Methyltransf_16
30353634	P53970	PF10294	31	218	Family	Lysine methyltransferase	Methyltransf_16
30355288	P47163	PF10294	113	296	Family	Lysine methyltransferase	Methyltransf_16
30362272	P26188	PF02870	4	95	Domain	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	Methyltransf_1N
30400881	P27680	PF13489	94	272	Domain	Methyltransferase domain	Methyltransf_23
30469112	P36052	PF02636	91	357	Family	Putative S-adenosyl-L-methionine-dependent methyltransferase	Methyltransf_28
30494295	P32643	PF13847	34	172	Domain	Methyltransferase domain	Methyltransf_31
30497640	P40516	PF13847	91	246	Domain	Methyltransferase domain	Methyltransf_31
30512556	Q12291	PF11312	60	363	Family	Putative SAM-dependent methyltransferase	Methyltransf_34
30517012	Q12009	PF02390	95	275	Family	Putative methyltransferase	Methyltransf_4
30533184	P38961	PF05148	112	357	Family	Hypothetical methyltransferase	Methyltransf_8
30536685	P38340	PF05891	6	228	Family	AdoMet dependent proline di-methyltransferase	Methyltransf_PK
30553124	P53336	PF02598	39	336	Family	Putative RNA methyltransferase	Methyltrn_RNA_3
30553827	Q04867	PF02598	19	313	Family	Putative RNA methyltransferase	Methyltrn_RNA_3
30565955	P53972	PF01189	235	353	Family	16S rRNA methyltransferase RsmB/F	Methyltr_RsmB-F
30566370	P40991	PF01189	338	547	Family	16S rRNA methyltransferase RsmB/F	Methyltr_RsmB-F
30569353	P38205	PF01189	158	409	Family	16S rRNA methyltransferase RsmB/F	Methyltr_RsmB-F
30571096	P40991	PF17125	244	335	Domain	N-terminal domain of 16S rRNA methyltransferase RsmF	Methyltr_RsmF_N
30577891	P05694	PF08267	3	325	Domain	Cobalamin-independent synthase, N-terminal domain	Meth_synt_1
30581187	P05694	PF01717	439	760	Domain	Cobalamin-independent synthase, Catalytic domain	Meth_synt_2
30587051	P00958	PF09635	11	132	Domain	MetRS-N binding domain	MetRS-N
30591431	P38793	PF02475	176	436	Family	Met-10+ like-protein	Met_10
30591492	Q04235	PF02475	239	346	Family	Met-10+ like-protein	Met_10
30598853	P34165	PF17317	1	36	Family	Mating hormone A-factor 1&2	MFA1_2
30598876	P34166	PF17317	1	38	Family	Mating hormone A-factor 1&2	MFA1_2
30624350	Q08299	PF07690	78	494	Family	Major Facilitator Superfamily	MFS_1
30631900	P38227	PF07690	113	635	Family	Major Facilitator Superfamily	MFS_1
30635411	P15365	PF07690	89	467	Family	Major Facilitator Superfamily	MFS_1
30644712	P36173	PF07690	62	490	Family	Major Facilitator Superfamily	MFS_1
30649753	P50080	PF07690	73	361	Family	Major Facilitator Superfamily	MFS_1
30664032	P46996	PF07690	80	508	Family	Major Facilitator Superfamily	MFS_1
30668516	Q03263	PF07690	76	479	Family	Major Facilitator Superfamily	MFS_1
30675332	P40474	PF07690	67	374	Family	Major Facilitator Superfamily	MFS_1
30684387	P39709	PF07690	141	519	Family	Major Facilitator Superfamily	MFS_1
30684519	P36032	PF07690	43	394	Family	Major Facilitator Superfamily	MFS_1
30686919	Q08268	PF07690	96	442	Family	Major Facilitator Superfamily	MFS_1
30690064	P38124	PF07690	109	494	Family	Major Facilitator Superfamily	MFS_1
30690204	Q08777	PF07690	109	453	Family	Major Facilitator Superfamily	MFS_1
30702413	P53943	PF07690	106	512	Family	Major Facilitator Superfamily	MFS_1
30710827	P25594	PF07690	1	202	Family	Major Facilitator Superfamily	MFS_1
30729127	Q04991	PF07690	14	445	Family	Major Facilitator Superfamily	MFS_1
30732576	Q07904	PF07690	86	451	Family	Major Facilitator Superfamily	MFS_1
30741746	Q06451	PF07690	185	567	Family	Major Facilitator Superfamily	MFS_1
30744995	P40445	PF07690	81	466	Family	Major Facilitator Superfamily	MFS_1
30746746	P53283	PF07690	176	558	Family	Major Facilitator Superfamily	MFS_1
30747427	Q12256	PF07690	98	505	Family	Major Facilitator Superfamily	MFS_1
30752916	P53322	PF07690	96	460	Family	Major Facilitator Superfamily	MFS_1
30755189	P38724	PF07690	76	500	Family	Major Facilitator Superfamily	MFS_1
30766821	P25596	PF07690	62	490	Family	Major Facilitator Superfamily	MFS_1
30773057	P53389	PF07690	67	530	Family	Major Facilitator Superfamily	MFS_1
30793916	Q12235	PF07690	55	432	Family	Major Facilitator Superfamily	MFS_1
30804265	P53241	PF07690	129	513	Family	Major Facilitator Superfamily	MFS_1
30807978	P25621	PF07690	41	452	Family	Major Facilitator Superfamily	MFS_1
30816831	P38125	PF07690	116	527	Family	Major Facilitator Superfamily	MFS_1
30818126	P33335	PF07690	14	455	Family	Major Facilitator Superfamily	MFS_1
30849057	P47159	PF07690	19	218	Family	Major Facilitator Superfamily	MFS_1
30857170	P53918	PF07690	434	634	Family	Major Facilitator Superfamily	MFS_1
30863702	P25351	PF07690	23	528	Family	Major Facilitator Superfamily	MFS_1
30868533	P53918	PF07690	215	549	Family	Major Facilitator Superfamily	MFS_1
30870282	Q08280	PF07690	84	411	Family	Major Facilitator Superfamily	MFS_1
30889001	Q07824	PF07690	148	536	Family	Major Facilitator Superfamily	MFS_1
30896305	Q08902	PF07690	47	453	Family	Major Facilitator Superfamily	MFS_1
30898986	Q04301	PF07690	42	464	Family	Major Facilitator Superfamily	MFS_1
30907897	P40475	PF07690	75	381	Family	Major Facilitator Superfamily	MFS_1
30913249	Q07376	PF07690	32	430	Family	Major Facilitator Superfamily	MFS_1
30915372	Q08777	PF07690	383	512	Family	Major Facilitator Superfamily	MFS_1
30917626	Q04602	PF07690	255	667	Family	Major Facilitator Superfamily	MFS_1
30954573	P50080	PF07690	306	528	Family	Major Facilitator Superfamily	MFS_1
30959489	P38358	PF07690	2	382	Family	Major Facilitator Superfamily	MFS_1
30967807	P38776	PF07690	73	464	Family	Major Facilitator Superfamily	MFS_1
30969738	P36172	PF07690	43	320	Family	Major Facilitator Superfamily	MFS_1
30978936	P13090	PF07690	75	478	Family	Major Facilitator Superfamily	MFS_1
31009717	P32435	PF04648	87	99	Family	Yeast mating factor alpha hormone	MF_alpha
31009734	P01149	PF04648	153	165	Family	Yeast mating factor alpha hormone	MF_alpha
31009744	P01149	PF04648	132	144	Family	Yeast mating factor alpha hormone	MF_alpha
31009749	P01149	PF04648	111	123	Family	Yeast mating factor alpha hormone	MF_alpha
31009777	P32435	PF04648	108	120	Family	Yeast mating factor alpha hormone	MF_alpha
