AC	ID	Name	Type
PF18598	TetR_C_36	Tetracyclin repressor-like, C-terminal domain	D
PF15767	DUF4696	Domain of unknown function (DUF4696)	F
PF18848	baeRF_family6	Bacterial archaeo-eukaryotic release factor family 6	F
PF18849	baeRF_family7	Bacterial archaeo-eukaryotic release factor family 7	F
PF02063	MARCKS	MARCKS family	F
PF09229	Aha1_N	Activator of Hsp90 ATPase, N-terminal	D
PF02065	Melibiase	Melibiase	F
PF02064	MAS20	MAS20 protein import receptor	F
PF02067	Metallothio_5	Metallothionein family 5	F
PF02066	Metallothio_11	Metallothionein family 11	F
PF09222	Fim-adh_lectin	Fimbrial adhesin F17-AG, lectin domain	D
PF18841	B_solenoid_dext	Beta solenoid repeat from Dextranase	R
PF09220	LA-virus_coat	L-A virus, major coat protein	D
PF09221	Bacteriocin_IId	Bacteriocin class IId cyclical uberolysin-like	D
PF18844	baeRF_family2	Bacterial archaeo-eukaryotic release factor family 2	F
PF09227	DUF1962	Domain of unknown function (DUF1962)	D
PF09224	DUF1961	Domain of unknown function (DUF1961)	D
PF09225	Endonuc-PvuII	Restriction endonuclease PvuII	D
PF08579	RPM2	Mitochondrial ribonuclease P subunit (RPM2)	F
PF08578	DUF1765	Protein of unknown function (DUF1765)	F
PF01463	LRRCT	Leucine rich repeat C-terminal domain	F
PF08571	Yos1	Yos1-like	F
PF08570	DUF1761	Protein of unknown function (DUF1761)	F
PF08573	SAE2	DNA repair protein endonuclease SAE2/CtIP C-terminus	F
PF08572	PRP3	pre-mRNA processing factor 3 (PRP3)	D
PF08574	Iwr1	Transcription factor Iwr1	F
PF08577	PI31_Prot_C	PI31 proteasome regulator	F
PF08576	DUF1764	Eukaryotic protein of unknown function (DUF1764)	F
PF17536	Mx_ML	Matrix and Matrix long proteins N-terminal	F
PF13759	2OG-FeII_Oxy_5	Putative 2OG-Fe(II) oxygenase	D
PF08274	PhnA_Zn_Ribbon	PhnA Zinc-Ribbon	D
PF13755	Sensor_TM1	Sensor N-terminal transmembrane domain	F
PF13754	Big_3_4	Domain of unknown function	D
PF13757	VIT_2	Vault protein inter-alpha-trypsin domain	D
PF04107	GCS2	Glutamate-cysteine ligase family 2(GCS2)	F
PF13751	DDE_Tnp_1_6	Transposase DDE domain	D
PF13750	Big_3_3	Bacterial Ig-like domain (group 3)	D
PF13753	SWM_repeat	Putative flagellar system-associated repeat	R
PF13752	DUF4165	Domain of unknown function (DUF4165)	D
PF03313	SDH_alpha	Serine dehydratase alpha chain	F
PF14054	DUF4249	Domain of unknown function (DUF4249)	F
PF14462	Prok-E2_E	Prokaryotic E2 family E	F
PF03315	SDH_beta	Serine dehydratase beta chain	F
PF13983	YsaB	YsaB-like lipoprotein	F
PF02987	LEA_4	Late embryogenesis abundant protein	R
PF13987	YedD	YedD-like protein	F
PF14463	E1-N	E1 N-terminal domain	F
PF15977	HTH_46	Winged helix-turn-helix DNA binding	F
PF15976	CooC_C	CS1-pili formation C-terminal	F
PF15975	Flot	Flotillin	F
PF15974	Cadherin_tail	Cadherin C-terminal cytoplasmic tail, catenin-binding region	F
PF15973	DUF4766	Domain of unknown function (DUF4766)	F
PF15972	Unpaired	Unpaired protein	F
PF15971	Mannosyl_trans4	DolP-mannose mannosyltransferase	F
PF15970	HicB-like_2	HicB_like antitoxin of bacterial toxin-antitoxin system	D
PF15979	Glyco_hydro_115	Glycosyl hydrolase family 115	F
PF15978	TnsD	Tn7-like transposition protein D	F
PF09488	Osmo_MPGsynth	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)	F
PF09489	CbtB	Probable cobalt transporter subunit (CbtB)	F
PF09486	HrpB7	Bacterial type III secretion protein (HrpB7)	F
PF09487	HrpB2	Bacterial type III secretion protein (HrpB2)	F
PF09484	Cas_TM1802	CRISPR-associated protein TM1802 (cas_TM1802)	F
PF09485	CRISPR_Cse2	CRISPR-associated protein Cse2 (CRISPR_cse2)	F
PF09482	OrgA_MxiK	Bacterial type III secretion apparatus protein (OrgA_MxiK)	F
PF09483	HpaP	Type III secretion protein (HpaP)	D
PF10254	Pacs-1	PACS-1 cytosolic sorting protein	F
PF09481	CRISPR_Cse1	CRISPR-associated protein Cse1 (CRISPR_cse1)	F
PF00768	Peptidase_S11	D-alanyl-D-alanine carboxypeptidase	D
PF00769	ERM	Ezrin/radixin/moesin family	C
PF00764	Arginosuc_synth	Arginosuccinate synthase	F
PF00765	Autoind_synth	Autoinducer synthase	F
PF00766	ETF_alpha	Electron transfer flavoprotein FAD-binding domain	D
PF00767	Poty_coat	Potyvirus coat protein	F
PF00760	Cucumo_coat	Cucumovirus coat protein	D
PF00761	Polyoma_coat2	Polyomavirus coat protein	F
PF00762	Ferrochelatase	Ferrochelatase	D
PF00763	THF_DHG_CYH	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	D
PF11577	NEMO	NF-kappa-B essential modulator NEMO	F
PF02985	HEAT	HEAT repeat	R
PF14056	DUF4250	Domain of unknown function (DUF4250)	F
PF14461	Prok-E2_B	Prokaryotic E2 family B	F
PF18292	ZIP4_domain	Zinc transporter ZIP4 domain	D
PF14055	NVEALA	NVEALA protein	F
PF04428	Choline_kin_N	Choline kinase N terminus	F
PF04423	Rad50_zn_hook	Rad50 zinc hook motif	M
PF04422	FrhB_FdhB_N	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term	F
PF04421	Mss4	Mss4 protein	D
PF04420	CHD5	CHD5-like protein	F
PF04427	Brix	Brix domain	D
PF04426	Bul1_C	Bul1 C terminus	F
PF04425	Bul1_N	Bul1 N terminus	F
PF11572	DUF3234	Protein of unknown function (DUF3234)	F
PF02809	UIM	Ubiquitin interaction motif	M
PF17908	APAF1_C	APAF-1 helical domain	D
PF17909	Htr2	Htr2 transmembrane domain	D
PF14466	PLCC	PLAT/LH2 and C2-like Ca2+-binding lipoprotein	D
PF10224	DUF2205	Short coiled-coil protein	C
PF17905	KH_10	GLD-3 KH domain 5	D
PF10226	CCDC85	CCDC85 family	F
PF17907	AWS	AWS domain	D
PF17900	Peptidase_M1_N	Peptidase M1 N-terminal domain	D
PF10221	DUF2151	Cell cycle and development regulator	F
PF10222	DUF2152	Uncharacterized conserved protein (DUF2152)	F
PF10223	DUF2181	Uncharacterized conserved protein (DUF2181)	F
PF08683	CAMSAP_CKK	Microtubule-binding calmodulin-regulated spectrin-associated	D
PF08682	DUF1780	Putative endonuclease, protein of unknown function (DUF1780)	F
PF08681	DUF1778	Protein of unknown function (DUF1778)	D
PF08680	DUF1779	TATA-box binding	F
PF08687	ASD2	Apx/Shroom domain ASD2	F
PF08686	PLAC	PLAC (protease and lacunin) domain	D
PF08685	GON	GON domain	D
PF08684	ocr	DNA mimic ocr	F
PF00500	Late_protein_L1	L1 (late) protein	D
PF00501	AMP-binding	AMP-binding enzyme	F
PF08689	Med5	Mediator complex subunit Med5	F
PF08688	ASD1	Apx/Shroom domain ASD1	F
PF00504	Chloroa_b-bind	Chlorophyll A-B binding protein	F
PF00505	HMG_box	HMG (high mobility group) box	D
PF00506	Flu_NP	Influenza virus nucleoprotein	F
PF00507	Oxidored_q4	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	F
PF02257	RFX_DNA_binding	RFX DNA-binding domain	D
PF09819	ABC_cobalt	ABC-type cobalt transport system, permease component	F
PF09818	ABC_ATPase	Predicted ATPase of the ABC class	F
PF09815	XK-related	XK-related protein	F
PF09814	HECT_2	HECT-like Ubiquitin-conjugating enzyme (E2)-binding	D
PF09817	Zwilch	RZZ complex, subunit zwilch	F
PF09816	EAF	RNA polymerase II transcription elongation factor	D
PF02988	PLA2_inh	Phospholipase A2 inhibitor	D
PF09810	Exo5	Exonuclease V - a 5' deoxyribonuclease	F
PF09813	Coiled-coil_56	Coiled-coil domain-containing protein 56	C
PF09812	MRP-L28	Mitochondrial ribosomal protein L28	F
PF12994	DUF3878	Domain of unknown function, E. rectale Gene description (DUF3878)	F
PF12995	DUF3879	Domain of unknown function, E. rectale Gene description (DUF3879)	F
PF12996	DUF3880	DUF based on E. rectale Gene description (DUF3880)	F
PF12997	DUF3881	Domain of unknown function, E. rectale Gene description (DUF3881)	F
PF12990	DUF3874	Domain of unknonw function from B. Theta Gene description (DUF3874)	F
PF12991	DUF3875	Domain of unknown function, B. Theta Gene description (DUF3875)	F
PF12992	DUF3876	Domain of unknown function, B. Theta Gene description (DUF3876)	F
PF12993	DUF3877	Domain of unknown function, E. rectale Gene description (DUF3877)	F
PF02254	TrkA_N	TrkA-N domain	D
PF12998	ING	Inhibitor of growth proteins N-terminal histone-binding	D
PF12999	PRKCSH-like	Glucosidase II beta subunit-like	F
PF04741	InvH	InvH outer membrane lipoprotein	F
PF14465	NFRKB_winged	NFRKB Winged Helix-like	D
PF02255	PTS_IIA	PTS system, Lactose/Cellobiose specific IIA subunit	D
PF13365	Trypsin_2	Trypsin-like peptidase domain	D
PF04746	DUF575	Protein of unknown function (DUF575)	F
PF13838	Clathrin_H_link	Clathrin-H-link	D
PF13367	PrsW-protease	PrsW family intramembrane metalloprotease	F
PF11789	zf-Nse	Zinc-finger of the MIZ type in Nse subunit	D
PF04369	Lactococcin	Lactococcin-like family	F
PF13839	PC-Esterase	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p	F
PF06353	DUF1062	Protein of unknown function (DUF1062)	F
PF06351	Allene_ox_cyc	Allene oxide cyclase	F
PF06350	HSL_N	Hormone-sensitive lipase (HSL) N-terminus	F
PF06357	Omega-toxin	Omega-atracotoxin	F
PF06356	DUF1064	Protein of unknown function (DUF1064)	F
PF06355	Aegerolysin	Aegerolysin	F
PF06358	DUF1065	Protein of unknown function (DUF1065)	F
PF17940	TetR_C_31	Tetracyclin repressor-like, C-terminal domain	D
PF05887	Trypan_PARP	Procyclic acidic repetitive protein (PARP)	F
PF13113	DUF3970	Protein of unknown function (DUF3970)	F
PF13112	DUF3965	Protein of unknown function (DUF3965)	F
PF16471	JIP_LZII	JNK-interacting protein  leucine zipper II	D
PF13110	DUF3966	Protein of unknown function (DUF3966)	F
PF13117	Cag12	Cag pathogenicity island protein Cag12	F
PF13116	DUF3971	Protein of unknown function	F
PF16475	DUF5052	Domain of unknown function (DUF5052)	F
PF16474	KIND	Kinase non-catalytic C-lobe domain	D
PF04744	Monooxygenase_B	Monooxygenase subunit B protein	F
PF13119	DUF3973	Domain of unknown function (DUF3973)	F
PF13118	DUF3972	Protein of unknown function (DUF3972)	F
PF02304	Phage_B	Scaffold protein B	F
PF10496	Syntaxin-18_N	SNARE-complex protein Syntaxin-18 N-terminus	D
PF12503	CMV_1a_C	Cucumber mosaic virus 1a protein C terminal	F
PF12502	DUF3710	Protein of unknown function (DUF3710)	F
PF12501	DUF3708	Phosphate ATP-binding cassette transporter	F
PF12500	TRSP	TRSP domain C terminus to PRTase_2	D
PF12507	HCMV_UL139	Human Cytomegalovirus UL139 protein	F
PF12506	DUF3713	Protein of unknown function (DUF3713)	F
PF12505	DUF3712	Protein of unknown function (DUF3712)	F
PF03294	Pox_Rap94	RNA polymerase-associated transcription specificity factor, Rap94	F
PF15659	Toxin-JAB1	JAB-like toxin  1	F
PF12509	DUF3715	Protein of unknown function (DUF3715)	F
PF12508	Transposon_TraM	Conjugative transposon, TraM	F
PF05884	ZYG-11_interact	Interactor of ZYG-11	F
PF14765	PS-DH	Polyketide synthase dehydratase	D
PF12374	Dmrt1	Double-sex mab3 related transcription factor 1	F
PF14767	RPA_interact_M	Replication protein A interacting middle	F
PF03296	Pox_polyA_pol	Poxvirus poly(A) polymerase nucleotidyltransferase domain	D
PF14761	HPS3_N	Hermansky-Pudlak syndrome 3	D
PF14760	Rnk_N	Rnk N-terminus	D
PF14763	HPS3_C	Hermansky-Pudlak syndrome 3, C-terminal	D
PF14762	HPS3_Mid	Hermansky-Pudlak syndrome 3, middle region	D
PF14769	CLAMP	Flagellar C1a complex subunit C1a-32	F
PF18712	DUF5644	Family of unknown function (DUF5644)	D
PF07544	Med9	RNA polymerase II transcription mediator complex subunit 9	F
PF03290	Peptidase_C57	Vaccinia virus I7 processing peptidase	F
PF12377	DuffyBP_N	Duffy binding protein N terminal	F
PF03946	Ribosomal_L11_N	Ribosomal protein L11, N-terminal domain	D
PF14059	DUF4251	Domain of unknown function (DUF4251)	F
PF18714	PI-TkoII_IV	DNA polymerase II intein Domain IV	D
PF03292	Pox_P4B	Poxvirus P4B major core protein	F
PF09636	XkdW	XkdW protein	D
PF18715	Phage_spike	Phage spike trimer	R
PF04227	Indigoidine_A	Indigoidine synthase A like protein	F
PF18716	VATC	Vms1-associating treble clef domain	D
PF16699	CSTF1_dimer	Cleavage stimulation factor subunit 1, dimerisation domain	D
PF16698	ADAM17_MPD	Membrane-proximal domain, switch, for ADAM17	D
PF16697	Yop-YscD_cpl	Inner membrane component of T3SS, cytoplasmic domain	D
PF16696	ZFYVE21_C	Zinc finger FYVE domain-containing protein 21 C-terminus	D
PF16695	Tai4	Type VI secretion system (T6SS), amidase immunity protein	D
PF16694	Cytochrome_P460	Cytochrome P460	D
PF16693	Yop-YscD_ppl	Inner membrane component of T3SS, periplasmic domain	D
PF16692	Folliculin_C	Folliculin C-terminal domain	D
PF16691	DUF5062	Domain of unknown function (DUF5062)	D
PF16690	MMACHC	Methylmalonic aciduria and homocystinuria type C family	D
PF02216	B	B domain	D
PF02217	T_Ag_DNA_bind	Origin of replication binding protein	D
PF02214	BTB_2	BTB/POZ domain	D
PF02212	GED	Dynamin GTPase effector domain	F
PF02213	GYF	GYF domain	D
PF02210	Laminin_G_2	Laminin G domain	D
PF02211	NHase_beta	Nitrile hydratase beta subunit	D
PF02218	HS1_rep	Repeat in HS1/Cortactin	R
PF02219	MTHFR	Methylenetetrahydrofolate reductase	D
PF04226	Transgly_assoc	Transglycosylase associated protein	F
PF09772	Tmem26	Transmembrane protein 26	F
PF02090	SPAM	Salmonella surface presentation of antigen gene type M protein	F
PF04366	Ysc84	Las17-binding protein actin regulator	F
PF14999	Shadoo	Shadow of prion protein, neuroprotective	F
PF04221	RelB	RelB antitoxin	D
PF18695	cPLA2_C2	Cytosolic phospholipases A2 C2-domain	D
PF18694	TDP43_N	Transactive response DNA-binding protein N-terminal domain	D
PF18697	MLVIN_C	Murine leukemia virus (MLV) integrase (IN) C-terminal domain	D
PF18696	SMP_C2CD2L	Synaptotagmin-like, mitochondrial and lipid-binding domain	D
PF18691	Cdc13_OB2	Cell division control protein 13, OB2 domain	D
PF18690	DUF5639	Family of unknown function (DUF5639)	D
PF18693	TRAM_2	TRAM domain	D
PF18692	DUF5640	Family of unknown function (DUF5640)	D
PF04542	Sigma70_r2	Sigma-70 region 2	D
PF18699	MRPL52	Mitoribosomal protein mL52	F
PF18698	HisK_sensor	Histidine kinase sensor domain	D
PF17923	TetR_C_18	Tetracyclin repressor-like, C-terminal domain	D
PF02091	tRNA-synt_2e	Glycyl-tRNA synthetase alpha subunit	D
PF12906	RINGv	RING-variant domain	D
PF10722	YbjN	Putative bacterial sensory transduction regulator	D
PF15098	TMEM89	TMEM89 protein family	F
PF16212	PhoLip_ATPase_C	Phospholipid-translocating P-type ATPase C-terminal	F
PF04589	RFX1_trans_act	RFX1 transcription activation region	F
PF15414	DUF4621	Protein of unknown function (DUF4621)	F
PF15415	Mfa_like_2	Fimbrillin-like	F
PF15416	DUF4623	Domain of unknown function (DUF4623)	F
PF15417	DUF4624	Domain of unknown function (DUF4624)	F
PF14839	DOR	DOR family	F
PF14838	INTS5_C	Integrator complex subunit 5 C-terminus	F
PF15412	Nse4-Nse3_bdg	Binding domain of Nse4/EID3 to Nse3-MAGE	D
PF15413	PH_11	Pleckstrin homology domain	D
PF04360	Serglycin	Serglycin	F
PF14834	GST_C_4	Glutathione S-transferase, C-terminal domain	D
PF14837	INTS5_N	Integrator complex subunit 5 N-terminus	F
PF14836	Ubiquitin_3	Ubiquitin-like domain	D
PF14831	DUF4484	Domain of unknown function (DUF4484)	D
PF14830	Haemocyan_bet_s	Haemocyanin beta-sandwich	F
PF14833	NAD_binding_11	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	D
PF14832	Tautomerase_3	Putative oxalocrotonate tautomerase enzyme	D
PF18471	Ribosomal_L27_C	Ribosomal L27 protein C-terminal domain	D
PF18470	Cas9_a	Cas9 alpha-helical lobe domain	D
PF18473	Urease_linker	Urease subunit beta-alpha linker domain	D
PF18472	HP1451_C	HP1451 C-terminal domain	D
PF18475	PIN7	PIN domain	D
PF18474	DUF5614	Family of unknown function (DUF5614)	D
PF18477	PIN_9	PIN like domain	D
PF18476	PIN_8	PIN like domain	D
PF18479	PIN_11	PIN like domain	D
PF18478	PIN_10	PIN like domain	D
PF09619	YscW	Type III secretion system lipoprotein chaperone (YscW)	F
PF17128	DUF5107	Domain of unknown function (DUF5107)	F
PF17129	Peptidase_M99_C	C-terminal domain of metallo-carboxypeptidase	D
PF17126	RsmF_methylt_CI	RsmF rRNA methyltransferase first C-terminal domain	D
PF17127	DUF5106	Domain of unknown function (DUF5106)	F
PF10565	NMDAR2_C	N-methyl D-aspartate receptor 2B3 C-terminus	F
PF17125	Methyltr_RsmF_N	N-terminal domain of 16S rRNA methyltransferase RsmF	D
PF17122	zf-C3H2C3	Zinc-finger	D
PF15092	UPF0728	Uncharacterised protein family UPF0728	F
PF17120	Zn_ribbon_17	Zinc-ribbon, C4HC2 type	D
PF17121	zf-C3HC4_5	Zinc finger, C3HC4 type (RING finger)	D
PF05073	Baculo_p24	Baculovirus P24 capsid protein	F
PF18138	bacHORMA_1	Bacterial HORMA domain family 1	D
PF05071	NDUFA12	NADH ubiquinone oxidoreductase subunit NDUFA12	F
PF16218	Peptidase_C101	Peptidase family C101	F
PF05077	DUF678	Protein of unknown function (DUF678)	F
PF04545	Sigma70_r4	Sigma-70, region 4	D
PF05075	DUF684	Protein of unknown function (DUF684)	F
PF17116	DUF5103	Domain of unknown function (DUF5103)	F
PF05079	DUF680	Protein of unknown function (DUF680)	F
PF05078	DUF679	Protein of unknown function (DUF679)	F
PF08580	KAR9	Yeast cortical protein KAR9	F
PF17115	Toast_rack_N	N-terminal domain of toast_rack, DUF2154	D
PF17114	Nod1	Gef2-related medial cortical node protein Nod1	F
PF17113	AmpE	Regulatory signalling modulator protein AmpE	F
PF11732	Thoc2	Transcription- and export-related complex subunit	F
PF16901	DAO_C	C-terminal domain of alpha-glycerophosphate oxidase	F
PF17112	Tom6	Mitochondrial import receptor subunit Tom6, fungal	F
PF17030	Beta_lactamase3	Putative beta-lactamase-like family	F
PF01663	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase	F
PF09569	RE_ScaI	ScaI restriction endonuclease	F
PF10723	RepB-RCR_reg	Replication regulatory protein RepB	D
PF17031	DUF5101	Domain of unknown function (DUF5101)	F
PF09565	RE_NgoFVII	NgoFVII restriction endonuclease	D
PF15274	MLIP	Muscular LMNA-interacting protein	F
PF09567	RE_MamI	MamI restriction endonuclease	F
PF09566	RE_SacI	SacI restriction endonuclease	F
PF07007	LprI	Lysozyme inhibitor LprI	D
PF09560	Spore_YunB	Sporulation protein YunB (Spo_YunB)	F
PF09563	RE_LlaJI	LlaJI restriction endonuclease	F
PF10188	Oscp1	Organic solute transport protein 1	F
PF17033	Peptidase_M99	Carboxypeptidase controlling helical cell shape catalytic	D
PF17034	zinc_ribbon_16	Zinc-ribbon like family	F
PF15277	Sec3-PIP2_bind	Exocyst complex component SEC3 N-terminal PIP2 binding PH	D
PF16900	REPA_OB_2	Replication protein A OB domain	D
PF17035	BET	Bromodomain extra-terminal - transcription regulation	D
PF11524	SeleniumBinding	Selenium binding protein	F
PF17036	CBP_BcsS	Cellulose biosynthesis protein BcsS	F
PF05299	Peptidase_M61	M61 glycyl aminopeptidase	F
PF05298	Bombinin	Bombinin	F
PF05297	Herpes_LMP1	Herpesvirus latent membrane protein 1 (LMP1)	F
PF10729	CedA	Cell division activator CedA	D
PF05295	Luciferase_N	Luciferase/LBP N-terminal domain	D
PF06374	NDUF_C2	NADH-ubiquinone oxidoreductase subunit b14.5b (NDUFC2)	F
PF05293	ASFV_L11L	African swine fever virus (ASFV) L11L protein	F
PF05292	MCD	Malonyl-CoA decarboxylase C-terminal domain	D
PF05291	Bystin	Bystin	F
PF05290	Baculo_IE-1	Baculovirus immediate-early protein (IE-0)	F
PF17119	MMU163	Mitochondrial protein up-regulated during meiosis	F
PF18137	ORC_WH_C	Origin recognition complex winged helix C-terminal	D
PF07335	Glyco_hydro_75	Fungal chitosanase of glycosyl hydrolase group 75	F
PF15438	Phyto-Amp	Antigenic membrane protein of phytoplasma	F
PF16031	TonB_N	TonB polyproline region	D
PF07725	LRR_3	Leucine Rich Repeat	R
PF01030	Recep_L_domain	Receptor L domain	D
PF13019	Sde2_N_Ubi	Silencing defective 2 N-terminal ubiquitin domain	D
PF00116	COX2	Cytochrome C oxidase subunit II, periplasmic domain	D
PF02603	Hpr_kinase_N	HPr Serine kinase N terminus	F
PF04248	NTP_transf_9	Domain of unknown function (DUF427)	D
PF07727	RVT_2	Reverse transcriptase (RNA-dependent DNA polymerase)	F
PF13009	Phage_Integr_2	Putative phage integrase	F
PF11409	SARA	Smad anchor for receptor activation (SARA)	F
PF11408	Helicase_Sgs1	Sgs1 RecQ helicase	F
PF01924	HypD	Hydrogenase formation hypA family	F
PF14163	SieB	Super-infection exclusion protein B	F
PF11402	Antifungal_prot	Antifungal protein	F
PF14161	FAM110_N	Centrosome-associated N terminus	F
PF14160	FAM110_C	Centrosome-associated C terminus	F
PF11407	RestrictionMunI	Type II restriction enzyme MunI	F
PF01927	Mut7-C	Mut7-C RNAse domain	D
PF11405	Inhibitor_I67	Bromelain inhibitor VI	F
PF11404	Potassium_chann	Potassium voltage-gated channel	F
PF16998	17kDa_Anti_2	17 kDa outer membrane surface antigen	F
PF04211	MtrC	Tetrahydromethanopterin S-methyltransferase, subunit C	F
PF04212	MIT	MIT (microtubule interacting and transport) domain	D
PF04213	HtaA	Htaa	F
PF04214	DUF411	Protein of unknown function, DUF	F
PF07723	LRR_2	Leucine Rich Repeat	R
PF04216	FdhE	Protein involved in formate dehydrogenase formation	F
PF04217	DUF412	Protein of unknown function, DUF412	F
PF04218	CENP-B_N	CENP-B N-terminal DNA-binding domain	D
PF04219	DUF413	Protein of unknown function, DUF	F
PF16992	RNA_pol_RpbG	DNA-directed RNA polymerase, subunit G	F
PF16993	Asp1	Accessory Sec system protein Asp1	F
PF16994	Glyco_trans_4_5	Glycosyl-transferase family 4	F
PF16995	tRNA-synt_2_TM	Transmembrane region of lysyl-tRNA synthetase	F
PF16996	Asp4	Accessory secretory protein Sec Asp4	F
PF16997	Wap1	Wap1 domain	D
PF12693	GspL_C	GspL periplasmic domain	D
PF07457	DUF1516	Protein of unknown function (DUF1516)	F
